,Unnamed: 0.1,Unnamed: 0,Time,Velocity,Acceleration,LongitudeGPS,LatitudeGPS,TrackID
0,0,18022,1615589480.3,15.08,-0.6708494844967888,-86.7231672,36.1117853,384.0344209389549
5,5,18027,1615589480.8,14.458319231796128,-0.6321095500485628,-86.7231505,36.1117615,384.0539129255593
10,10,18032,1615589481.3,13.875021222854212,-0.59,-86.723134,36.1117417,384.0734049121637
15,15,18037,1615589481.8,13.31715040480444,-0.39,-86.7231247,36.1117228,384.09289689876806
20,20,18042,1615589482.3,12.71964055819648,-0.39,-86.7231155,36.1117073,384.11238888537247
25,25,18047,1615589482.8,12.16290323777716,-0.59,-86.7231052,36.1116925,384.1318808719769
30,30,18052,1615589483.3,11.6246295307963,-0.19,-86.7230965,36.1116777,384.1513728585812
35,35,18057,1615589483.8,10.971742635850172,-0.5911308019123138,-86.72308819999999,36.1116623,384.1708648451856
40,40,18062,1615589484.3,9.976496094221517,-1.17,-86.72308050000001,36.11164779999999,384.1903568317901
45,45,18067,1615589484.8,8.617138306205938,-1.57,-86.7230722,36.1116335,384.2098488183944
50,50,18072,1615589485.3,7.288161261285835,-1.37,-86.723063,36.1116187,384.2293408049988
55,55,18077,1615589485.8,6.658821653929248,-0.39,-86.7230545,36.1116052,384.2488327916032
60,60,18082,1615589486.3,6.412951131537064,-0.19,-86.723047,36.1115928,384.2683247782076
65,65,18087,1615589486.8,6.583535496003761,0.19,-86.72304,36.1115817,384.287816764812
70,70,18092,1615589487.3,7.060311597025336,0.58,-86.7230345,36.1115717,384.3073087514164
75,75,18097,1615589487.8,7.815681269697055,0.78,-86.72303000000001,36.111563200000006,384.3268007380208
80,80,18102,1615589488.3,8.700670277839192,0.98,-86.723026,36.1115555,384.34629272462513
85,85,18107,1615589488.8,9.686884113091692,1.17,-86.7230217,36.1115477,384.3657847112296
90,90,18112,1615589489.3,10.955630887889082,1.37,-86.7230172,36.11153970000001,384.38527669783394
95,95,18117,1615589489.8,12.359806746889817,1.37,-86.7230125,36.1115313,384.4047686844383
100,100,18122,1615589490.3,13.666730805508394,1.365272540344049,-86.723007,36.1115215,384.4242606710427
105,105,18127,1615589490.8,14.940861946800974,1.37,-86.7230012,36.1115108,384.4437526576471
110,110,18132,1615589491.3,16.330666339628813,1.5247853967653455,-86.7229947,36.11149879999999,384.46324464425146
115,115,18137,1615589491.8,17.705898402294142,1.37,-86.7229873,36.1114857,384.4827366308559
120,120,18142,1615589492.3,18.839569351020256,0.78,-86.7229792,36.1114708,384.5022286174603
125,125,18147,1615589492.8,19.47559429826577,0.58,-86.7229702,36.1114548,384.5217206040646
130,130,18152,1615589493.3,19.59980341512412,0.0,-86.7229602,36.1114373,384.541212590669
135,135,18157,1615589493.8,19.22938043967587,-0.5294534090595285,-86.7229493,36.1114182,384.56070457727344
140,140,18162,1615589494.3,18.43346708016577,-0.98,-86.7229377,36.1113975,384.58019656387785
145,145,18167,1615589494.8,17.481751209276208,-0.98,-86.7229253,36.1113757,384.5996885504822
150,150,18172,1615589495.3,16.7319958713497,-0.7238386616353121,-86.7229127,36.1113533,384.6191805370866
155,155,18177,1615589495.8,16.066442642051356,-0.63226703990381,-86.72289980000001,36.1113308,384.638672523691
160,160,18182,1615589496.3,15.475421455017552,-0.5317713715891578,-86.7228872,36.111309000000006,384.65816451029536
165,165,18187,1615589496.8,14.91612929336272,-0.59,-86.722875,36.1112883,384.6776564968998
170,170,18192,1615589497.3,14.33,-0.59,-86.72286329999999,36.1112685,384.6971484835042
175,175,18197,1615589497.8,13.796895497423632,-0.5874367300162353,-86.7228522,36.1112495,384.7166404701085
180,180,18202,1615589498.3,13.265997542366664,-0.5001607337612415,-86.7228413,36.1112313,384.73613245671294
185,185,18207,1615589498.8,12.80042790115166,-0.39,-86.722831,36.11121370000001,384.7556244433173
190,190,18212,1615589499.3,12.264397802768809,-0.39,-86.7228208,36.1111968,384.7751164299217
195,195,18217,1615589499.8,11.637169940222032,-0.59,-86.722811,36.1111805,384.7946084165261
200,200,18222,1615589500.3,11.005470783856731,-0.39,-86.7228017,36.111165,384.8141004031305
205,205,18227,1615589500.8,10.269317842146464,-0.78,-86.7227927,36.1111498,384.8335923897349
210,210,18232,1615589501.3,9.22487436049142,-1.17,-86.72278370000001,36.111135,384.85308437633927
215,215,18237,1615589501.8,7.946120016223175,-1.37,-86.7227752,36.11112070000001,384.8725763629437
220,220,18242,1615589502.3,7.180347825291228,-0.78,-86.7227677,36.111107200000006,384.8920683495481
225,225,18247,1615589502.8,6.749429745525967,-0.3479704985230017,-86.7227608,36.1110945,384.9115603361524
230,230,18252,1615589503.3,6.385846050187566,-0.19,-86.7227542,36.1110832,384.9310523227568
235,235,18257,1615589503.8,6.51003267171536,0.2898017934803525,-86.7227485,36.1110732,384.9505443093613
240,240,18262,1615589504.3,7.410628000626619,1.17,-86.72274300000001,36.1110648,384.9700362959656
